ItemID,Category,ParentCategory
1015050,"Семечки, сухофрукты",Бакалея
1015051,Овощные консервы,Овощи и фрукты
1015052,Орехи,Бакалея
1015054,"Семечки, сухофрукты",Бакалея
1015062,"Варенье, джемы, сиропы",Бакалея
1015063,"Варенье, джемы, сиропы",Бакалея
1015064,Каши,Бакалея
1015065,"Варенье, джемы, сиропы",Бакалея
1015071,"Варенье, джемы, сиропы",Бакалея
1015072,Вода,Напитки
1015075,"Варенье, джемы, сиропы",Бакалея
1015077,"Варенье, джемы, сиропы",Бакалея
1015078,Газированные напитки,Напитки
1015080,"Варенье, джемы, сиропы",Бакалея
1015081,"Варенье, джемы, сиропы",Бакалея
1015084,"Варенье, джемы, сиропы",Бакалея
1015085,"Варенье, джемы, сиропы",Бакалея
1015086,"Варенье, джемы, сиропы",Бакалея
1015087,Специи и приправы,Бакалея
1015088,"Варенье, джемы, сиропы",Бакалея
1015089,"Варенье, джемы, сиропы",Бакалея
1015091,"Варенье, джемы, сиропы",Бакалея
1015096,"Варенье, джемы, сиропы",Бакалея
1015100,"Подушечки, мюсли, хлопья",Бакалея
1015104,Каши,Бакалея
1015109,Чай,Напитки
1015110,"Варенье, джемы, сиропы",Бакалея
1015113,"Варенье, джемы, сиропы",Бакалея
1015115,Специи и приправы,Бакалея
1015118,"Варенье, джемы, сиропы",Бакалея
